pH,EC,CO3,Cl,SO4,TH,Ca,Mg,Na,TDS,Temperature
8,590,0,28,28,230,40,31,19,803.5824542,23.94194863
7.99,729,0,43,23,280,44,41,5,803.5824542,21.43550735
8.13,530,0,14,12,230,36,34,0,803.5824542,21.82500704
7.98,600,0,28,7.1,290,64,32,15,803.5824542,20.20589412
8.13,320,0,11,0,130,36,10,18,803.5824542,22.86580358
7.89,500,0,25,15,270,36,44,7.7,803.5824542,20.97673697
7.69,1000,0,99,45,470,84,63,48,803.5824542,23.9803099
8.16,500,0,50,18,210,20,39,35,803.5824542,24.02988118
7.89,550,0,14,0,200,48,19,56,803.5824542,23.50134074
8.39,530,36,36,0,290,92,15,7.5,803.5824542,24.75494285
7.91,415,0,28,12,210,52,19,6.7,803.5824542,21.16274408
7.62,300,0,21,7.2,150,44,10,7.6,803.5824542,22.7593826
8.32,532,18,14,31,160,12,31,80,803.5824542,20.21713055
7.94,321,0,35,12,110,24,12,29,803.5824542,23.13248994
7.93,510,0,35,38,150,32,17,61,803.5824542,20.24124319
7.81,636,0,21,21,300,32,53,41,803.5824542,23.0661071
7.81,667,0,28,5.3,270,28,48,63,803.5824542,20.43962437
8.22,585,0,57,37,180,12,36,71,803.5824542,22.16229407
7.81,454,0,35,27,200,80,0,20,803.5824542,23.29801321
7.63,1420,0,163,79,490,36,96,100,803.5824542,24.51666713
8.2,595,0,28,32,115,36,6,82,803.5824542,21.33456805
8.2,344,0,7.1,4,110,8,22,35,803.5824542,22.59526509
7.9,342,0,7.1,4.8,140,52,2,18,803.5824542,20.43600663
7.87,718,0,43,55,170,56,7,87,803.5824542,23.97955364
7.9,535,0,28,74,230,32,36,27,803.5824542,22.20282155
8.23,500,0,35,41,130,28,14,60,803.5824542,24.94551561
7.75,767,0,78,31,270,20,53,57,803.5824542,22.39876673
8.3,795,0,110,61,170,20,29,109,803.5824542,21.75946733
8.08,679,0,21,22,115,24,13,117,803.5824542,22.46589136
8.06,503,0,14,12,230,16,46,12,803.5824542,22.37184276
7.55,519,0,43,8.6,210,32,31,23,803.5824542,24.95915289
7.7,999,0,92,13,315,24,61,92,803.5824542,20.32220738
7.93,375,0,18,18,120,20,17,29,803.5824542,20.84719448
8.35,605,18,21,0,200,20,36,34,803.5824542,23.13445172
8.21,825,0,14,0,280,16,58,45,803.5824542,24.39618512
8.28,1044,0,149,6.7,260,24,48,99,803.5824542,21.16677284
8.08,485,0,18,6.8,220,44,26,6,803.5824542,22.29700994
8.15,690,0,28,9,300,76,26,11,803.5824542,22.34584303
7.79,1192,0,71,63,390,56,60,69,803.5824542,20.76613015
8.28,454,0,14,5.9,200,20,36,10,803.5824542,22.45128681
8.13,672,0,18,0,240,44,31,33,803.5824542,24.55027097
7.8,757,0,14,7,310,60,38,27,803.5824542,22.23892228
7.72,279,0,7.1,11,110,20,14,3,803.5824542,21.59761426
7.95,560,0,14,0,235,56,23,8,803.5824542,24.69395331
7.65,628,0,14,0,260,40,38,16,803.5824542,24.01588195
8.05,404,0,21,5.4,170,48,12,17,803.5824542,21.05014959
7.97,496,0,14,14,200,60,12,25,803.5824542,21.3617147
7.76,588,0,21,9.2,190,44,19,51,803.5824542,23.97743857
7.48,725,0,50,56,280,60,31,42,803.5824542,23.430219
7.79,651,0,35,22,200,44,22,59,803.5824542,24.06370203
7.77,386,0,7.1,5,170,32,22,15,803.5824542,24.47029317
7.84,327,0,14,6.6,150,32,17,10,803.5824542,21.31664917
7.39,813,0,71,35,350,40,60,42,803.5824542,21.46760789
7.85,581,0,21,11,250,40,36,15,803.5824542,24.84943102
8.36,521,36,64,26,160,16,29,52,803.5824542,20.52093749
7.83,810,0,78,22,170,24,26,98,803.5824542,24.26070239
7.81,441,0,14,25,190,28,29,22,803.5824542,20.68942664
8.39,411,48,14,5,180,16,34,14,803.5824542,23.51026887
8.09,680,0,50,43,250,16,50,36,803.5824542,24.80712254
7.62,632,0,64,32,290,44,43,23,803.5824542,22.66214708
7.54,479,0,43,23,220,52,22,9,803.5824542,22.1652206
8.14,396,0,14,9.4,180,60,7,13,803.5824542,24.46424604
7.73,498,0,14,5,200,16,38,19,803.5824542,21.82858328
7.97,436,0,14,26,200,40,24,5,803.5824542,21.15592816
7.85,938,0,78,91,280,44,41,80,803.5824542,23.71436155
7.86,506,0,43,17,190,28,29,34,803.5824542,21.46164924
7.41,1459,0,142,161,440,72,62,103,803.5824542,24.26631822
7.66,1052,0,50,56,250,28,43,117,803.5824542,21.50209972
7.57,498,0,14,8.2,210,24,36,32,803.5824542,23.73806568
8.04,398,0,28,27,130,24,17,44,803.5824542,24.03225694
7.54,420,0,28,1,180,36,22,16,803.5824542,24.96371317
8,589,0,71,29,150,28,19,71,803.5824542,20.38785148
8.19,417,0,21,5.3,170,17,31,31,803.5824542,21.73255838
8.11,471,0,7.1,1.2,190,21,34,32,803.5824542,24.73233692
8.11,1712,0,177,144,330,17,70,237,803.5824542,24.45892394
8.17,391,0,7.1,20,190,55,14,15,803.5824542,20.99267043
7.94,456,0,14,17,220,13,46,8,803.5824542,21.90305434
8.49,664,30,21,26,90,13,14,93,803.5824542,20.2803951
8.6,1055,36,57,39,130,8.4,26,185,803.5824542,24.78934244
7.95,511,0,14,4.2,205,25,41,31,803.5824542,24.22333372
8.34,575,24,14,19,130,13,24,68,803.5824542,21.69738793
8.4,488,30,14,14,105,8.4,20,52,803.5824542,23.96681223
7.84,607,0,60,25,215,34,32,51,803.5824542,23.53472925
7.85,1341,0,142,104,270,38,43,176,803.5824542,20.78535903
7.86,686,0,21,37,180,38,22,71,803.5824542,24.20990307
7.76,2147,0,255,204,300,76,29,322,803.5824542,24.10340266
7.81,622,0,18,14,210,25,36,45,803.5824542,24.33496188
7.9,845,0,43,34,190,21,34,91,803.5824542,22.29314262
7.83,565,0,21,16,220,42,29,34,803.5824542,21.12283017
8.21,414,0,14,3,150,17,26,27,803.5824542,24.27356587
7.91,607,0,21,6.4,260,29,46,29,803.5824542,21.20056215
7.63,1114,0,121,38,280,38,46,101,803.5824542,23.33549513
8.15,466,0,28,14,210,17,41,21,803.5824542,20.24941824
8.17,1987,0,135,100,580,13,132,191,803.5824542,24.38426711
7.99,509,0,14,2.2,240,42,34,17,803.5824542,21.32243663
7.84,551,0,35,18,240,38,36,24,803.5824542,24.99503091
8.04,487,0,14,2.9,230,42,31,18,803.5824542,23.03317199
8.42,945,30,64,52,270,13,58,104,803.5824542,23.94833954
7.84,646,0,64,12,270,25,50,28,803.5824542,21.17111867
7.79,443,0,14,11,200,42,24,11,803.5824542,22.10430079
7.87,737,0,43,54,200,40,24,92,803.5824542,21.79904886
8.05,353,0,14,5,120,20,17,29,803.5824542,24.76473164
7.63,613,0,14,16,200,56,14,51,803.5824542,22.03256693
7.73,395,0,21,13,170,48,12,16,803.5824542,21.78017685
7.74,689,0,21,31,240,56,24,31,803.5824542,22.80093624
8.01,531,0,43,30,160,20,26,44,803.5824542,24.02381588
7.83,441,0,14,11,170,40,17,30,803.5824542,24.01857677
8.14,3303,0,652,706,240,44,31,725,803.5824542,23.17970581
7.83,2003,0,199,313,200,44,22,390,803.5824542,23.95812095
7.93,663,0,28,7.6,240,32,38,36,803.5824542,20.76048724
7.89,904,0,71,40,310,12,67,86,803.5824542,22.32013441
8.11,715,0,50,37,170,16,31,82,803.5824542,21.43062807
8.48,1087,24,43,43,70,8,12,240,803.5824542,21.53184447
8.05,517,0,21,5,170,16,31,38,803.5824542,21.0617586
7.62,585,0,14,5.7,210,44,24,47,803.5824542,22.62131743
7.79,630,0,14,53,200,36,26,66,803.5824542,23.95277927
7.93,599,0,14,5.8,130,12,24,140,803.5824542,21.69946121
7.58,805,0,50,37,300,20,60,115,803.5824542,23.17377372
7.87,687,0,14,3.7,260,12,55,105,803.5824542,24.58971732
8.18,310,0,14,27,150,12,29,25,803.5824542,23.76486864
8.11,293,0,7.1,2.7,130,8,26,41,803.5824542,21.84814391
8.37,1118,18,135,84,380,8,86,131,803.5824542,24.05697698
8.43,583,18,14,14,270,8,60,110,803.5824542,23.37830369
7.71,470,0,7.1,2.2,100,20,12,51,803.5824542,22.53554176
7.67,270,0,7,40,100,20,12,14,803.5824542,12.6439697
7.71,677,0,21,60,320,68,36,10,803.5824542,14.73065137
7.89,697,0,7,110,290,60,34,7,803.5824542,14.82403993
7.6,327,0,14,55,140,16,24,12,803.5824542,13.20056862
7.73,200,0,7,34,110,16,17,10,803.5824542,14.60264285
7.75,460,0,7,46,200,36,26,18,803.5824542,13.19104028
7.72,687,0,35,50,330,68,38,16,803.5824542,14.6331615
7.11,220,0,7,46,90,16,12,12,803.5824542,14.6943405
7.55,715,0,28,60,350,76,38,8,803.5824542,12.82580484
7.74,506,0,14,53,300,48,43,4,803.5824542,14.69407855
7.4,296,0,7,44,140,32,14,6,803.5824542,12.06151396
8.63,405,12,28,33,140,28,17,25,803.5824542,12.88898845
7.41,260,0,7,31,110,24,12,8,803.5824542,13.4909361
7.09,238,0,7,10,100,20,12,10,803.5824542,14.76826183
7.82,540,0,21,6.2,270,76,19,17,803.5824542,14.42012646
7.84,460,0,43,21,230,52,24,10,803.5824542,14.37085178
7.61,620,0,21,32,330,68,39,12,803.5824542,12.5858381
8.05,425,0,14,28,230,64,17,8,803.5824542,14.35216107
7.79,590,0,14,37,330,68,39,7,803.5824542,12.13709924
7.83,720,0,21,110,400,84,46,8.3,803.5824542,12.97321704
7.89,590,0,14,61,330,60,44,5.1,803.5824542,14.67056725
8.07,415,0,11,2.8,210,64,12,5,803.5824542,13.02955237
7.71,515,0,14,25,270,80,17,5.6,803.5824542,13.52114521
7.86,486,0,14,12,260,84,12,7.7,803.5824542,14.76737159
7.67,580,0,25,33,290,72,27,18,803.5824542,14.28852318
8.27,440,0,14,19,245,28,43,0,803.5824542,12.4488533
8.05,680,0,28,100,360,52,56,12,803.5824542,12.66373833
7.87,360,0,21,12,190,36,24,4.6,803.5824542,13.98059329
7.76,190,0,7.1,5.1,100,12,17,0,803.5824542,14.60949154
7.44,258,0,7,17,120,24,14,5,803.5824542,14.8221381
7.11,217,0,14,11,100,20,12,5,803.5824542,14.60520064
7.1,300,0,28,15,120,28,12,5.8,803.5824542,13.26691872
7.25,430,0,57,23,150,44,10,23,803.5824542,12.8824582
7.13,289,0,28,9,110,57.13579656,12,14,803.5824542,14.10876292
7.42,249,0,7,6,120,28,12,5,803.5824542,14.16741884
7.16,136,0,7,10,50,12,5,10,803.5824542,12.2443994
7.26,183,0,14,19,80,16,10,7,803.5824542,12.71929902
7.4,183,0,7,7,80,20,7,8,803.5824542,14.29960697
7.73,787,0,28,9,330,60,43,19,803.5824542,12.19078573
7.52,203,0,7,5,100,28,7,5,803.5824542,13.23949439
7.11,98,0,7,6,50,4,10,2,803.5824542,12.03949927
7.65,215,0,7,5,100,20,12,5,803.5824542,14.13582817
7.32,90,0,7,6,40,8,5,5,803.5824542,14.06631725
8.21,92,0,7,5,50,8,7,0,803.5824542,13.44763242
7.8,360,0,21,6.25,160,36,17,14,803.5824542,12.29842706
7.9,862,0,70,57,330,96,22,31,803.5824542,12.2960556
8.56,158,24,14,8.3,50,12,5,15,803.5824542,13.941696
7.61,501,0,21,46,260,80,14,6.3,803.5824542,13.32435435
7.92,735,0,21,38,340,84,31,12,803.5824542,13.31108501
7.76,465,0,28,28,220,60,17,12,803.5824542,14.93447966
7.77,506,0,14,29,240,72,14,16,803.5824542,14.26786588
8.06,970,0,57,50,300,84,22,32,803.5824542,13.13014283
7.57,701,0,35,41,300,72,29,34,803.5824542,12.29151479
7.67,653,0,14,5,280,56,34,33,803.5824542,12.52467115
7.51,616,0,21,6.4,290,64,31,6.3,803.5824542,12.52092562
7.65,420,0,14,5.8,210,64,12,4.1,803.5824542,13.8153446
7.94,572,0,14,5,250,12,53,26,803.5824542,13.10888053
7.96,494,0,14,5.3,190,44,19,34,803.5824542,14.93010602
7.94,480,0,21,12,200,40,24,27,803.5824542,13.59207589
7.54,572,0,14,6,280,84,17,10,803.5824542,13.39484721
7.96,437,0,14,5.1,90,32,2.4,56,803.5824542,13.43345103
7.63,606,0,28,44,230,52,24,41,803.5824542,14.70123407
7.94,515,0,21,9.4,80,24,4.8,66,803.5824542,14.05733882
7.69,581,0,7,28,270,68,24,6.5,803.5824542,14.31854509
7.54,567,0,21,11,260,64,24,22,803.5824542,12.98091743
8.01,473,0,14,5.5,90,28,4.8,62,803.5824542,12.43444073
7.56,669,0,14,8.9,260,52,31,44,803.5824542,12.35883539
7.44,889,0,142,11,380,92,36,39,803.5824542,13.29773594
7.8,353,0,21,25,150,40,12,4.6,803.5824542,13.35014014
7.79,621,0,14,12,300,84,22,16,803.5824542,14.44002336
7.83,426,0,14,24,210,56,17,6.9,803.5824542,12.70041986
7.55,692,0,14,8.2,130,44,4.8,111,803.5824542,13.5372464
7.39,594,0,28,25,270,96,7.2,23,803.5824542,12.47305385
7.84,382,0,14,14,140,40,10,21,803.5824542,13.34736253
7.76,198,0,7,6.7,80,28,2.4,4,803.5824542,13.71834978
7.48,217,0,14,8.3,100,28,7.2,5.4,803.5824542,12.24405541
7.14,248,0,7,7.1,100,24,10,13,803.5824542,12.47517078
7.23,236,0,7,0,90,24,7.2,5,803.5824542,14.78398396
7.48,389,0,28,5.8,130,32,12,20,803.5824542,12.10781301
7.56,245,0,7,32,120,32,10,4,803.5824542,14.10481878
7.17,183,0,14,16,80,28,2,5.8,803.5824542,13.39963493
7.54,575,0,71,23,260,64,24,12,803.5824542,12.91281217
7.87,890,0,57,25,100,32,4.8,160,803.5824542,14.74817838
8.1,750,0,14,5.9,260,64,24,36.9,803.5824542,13.6444114
8.03,796,0,7,13.9,260,44,36,46.6,803.5824542,12.84747338
8.21,487,0,7,10.7,210,60,14,4.5,803.5824542,14.23455638
7.9,800,0,36,26.2,305,92,18,33.4,803.5824542,14.18973511
7.9,467,0,7,9,200,48,19,13.5,803.5824542,13.84668954
7.86,525,0,21,24.8,205,40,25,15.4,803.5824542,13.90079264
7.61,517,0,14,19,225,60,18,8.4,803.5824542,13.87857365
7.92,471,0,21,25,205,48,20,11.3,803.5824542,14.09645619
7.89,705,0,14,47,340,44,55,19,803.5824542,14.33115147
7.7,786,0,18,96.9,370,40,65,6.2,803.5824542,14.19747499
7.5,1630,0,149,253.3,770,96,127,26.7,803.5824542,12.28192189
7.98,738,0,14,18,330,40,55,5.3,803.5824542,12.60550734
7.9,684,0,21,70.9,320,36,55,13.7,803.5824542,13.74622338
7.81,745,0,21,49.7,330,64,41,9.4,803.5824542,12.71189374
8.07,491,0,14,35.3,205,40,25,8.6,803.5824542,14.39303989
7.97,570,0,14,18.6,240,60,22,16.9,803.5824542,13.8413638
7.99,430,0,14,13.7,215,48,23,10.1,803.5824542,12.98479991
7.7,626,0,21,15.8,300,52,41,9.3,803.5824542,12.38080605
7.85,564,0,36,30.4,250,60,24,7.4,803.5824542,12.70279197
7.66,541,0,14,10.2,250,56,26,7,803.5824542,12.65866346
8.02,1128,0,149,67,320,98,18,86,637,27.05253104
7.17,2346,0,390,307,865,200,89,132,1448,26.18455768
8.16,1697,0,308,93,325,106,15,196,1059,23.15641259
7.29,1590,0,191,154,340,58,47,117,976,26.96628214
6.99,366,0,67,10,110,38,4,24,209,27.84397375
6.88,557,0,89,2,185,54,12,43,324,22.81487156
7.96,132,0,21,5,75,24,4,8,118,23.96003338
7.61,659,0,113,58,190,42,21,46,451,25.77625822
7.25,931,0,106,54,360,90,33,61,617,22.82144648
7.11,350,0,85,7,140,42,9,28,227,22.08186569
7.21,1311,0,188,138,525,132,47,66,841,22.3426106
7.89,1058,0,199,62,345,100,23,58,632,24.19343582
7.88,1153,0,188,61,365,100,28,78,669,24.40675592
7.58,295,0,50,13,110,28,10,15,177,22.59600396
7.11,215,0,39,6,90,12,15,11,124,26.15304737
8,1327,0,195,82,440,108,41,96,827,25.80002582
7.23,847,0,32,14,235,74,12,82,512,24.71761243
7.49,2031,0,386,35,430,154,11,243,1092,22.59792167
6.94,1823,0,411,91,715,188,60,71,1043,24.20727855
7.88,242,0,14,17,110,28,10,7,143,22.16393874
7.82,659,0,149,87,300,56,39,33,455,24.20320142
7.69,219,0,53,11,100,20,12,22,167,27.68343807
7.92,1045,0,106,104,360,92,32,76,637,25.3030356
7.36,488,0,113,9,190,38,23,29,285,26.6885199
7.56,1273,0,160,79,400,80,49,85,723,23.48786721
7.15,580,0,60,32,195,44,21,48,387,24.38264595
6.85,228,0,46,9,65,16,6,18,139,25.62208464
8.26,989,0,113,0,150,56,2,125,534,24.19347787
8.29,517,0,82,0,225,24,40,26,292,25.94778709
7.7,645,0,167,8,280,74,23,42,403,22.31827158
8.28,837,0,138,10,205,54,17,73,518,22.77244584
7.96,633,0,78,15,175,40,18,58,342,22.20065922
8.23,465,0,25,1,70,12,10,78,285,25.45468078
8.2,485,0,21,1,70,10,11,76,269,22.04663359
8.19,394,0,18,1,30,8,2,78,241,23.00344177
8.16,492,0,35,6,140,20,22,52,292,26.7853629
8.14,271,0,21,1,90,20,10,16,140,25.69281275
8.24,683,0,50,18,210,54,18,50,394,27.23670991
8.15,683,0,128,8,235,68,16,52,424,24.4337071
7.98,953,0,145,96,325,70,36,83,613,27.87143123
8.28,135,0,18,0,40,12,2,13,77,26.69920553
8.24,326,0,35,0,110,30,9,16,196,23.81874497
8.19,556,0,25,56,170,50,11,34,354,26.47030735
8.18,572,0,11,61,135,32,13,57,330,25.39146848
8.16,293,0,18,0,120,30,11,8,165,26.84631211
7.5,168,0,18,0,55,20,1,13,109,26.63787462
8.19,555,0,14,58,140,34,13,34,351,23.8424584
8.29,320,0,14,56,70,18,6,36,227,23.60714248
8.14,309,0,28,25,100,22,11,21,211,22.52929841
8.08,1062,0,28,127,250,72,17,95,637,27.8997362
8.14,1020,0,92,0,195,44,21,135,681,26.76860302
8.21,552,0,39,52,125,42,5,52,331,26.32406004
8.21,512,0,85,7,105,32,6,55,325,26.82953685
8.16,232,0,11,23,70,24,2,20,170,25.00263074
8.23,480,0,28,0,165,54,7,19,284,25.08650411
8,496,0,50,28,160,40,15,22,274,26.49871678
8.32,299,9,39,0,105,16,16,13,163,24.55079371
8.14,280,0,43,8,80,20,7,27,174,23.7347601
8.06,102,0,14,5,25,4,4,9,60,24.37390396
8.14,219,0,25,0,70,24,2,17,123,25.66767809
8.31,620,3,43,6,160,24,24,69,374,24.82103189
8.21,1452,0,195,14,365,88,35,194,955,26.45606371
8.33,533,15,46,0,180,56,10,44,310,25.46327747
8.22,1315,0,195,0,285,40,45,100,577,22.47589316
8.2,828,0,92,13,250,68,19,64,492,23.41279562
8.18,1256,0,160,25,175,60,6,126,598,25.61925196
8.51,820,39,89,39,310,32,56,73,527,23.31365995
8.31,885,6,103,38,220,64,15,45,412,23.19191995
8.33,633,39,67,3,165,60,4,52,399,22.7855035
8.31,472,24,53,20,190,60,10,44,390,26.23942684
8.38,980,69,71,12,450,118,38,49,658,25.18072302
7.74,160,0,11,4,60,18,4,6,101,24.23656076
8.29,276,0,21,2,80,28,2,20,170,27.40033806
8.21,107,0,14,0,30,8,2,9,58,25.68211722
8.13,342,0,25,13,95,28,6,20,209,22.3046846
8.18,199,0,25,13,70,18,6,13,121,24.99635221
8.02,90,0,7,0,25,6,2,9,53,23.09618355
8.18,460,0,64,27,100,30,6,49,283,23.16610599
8.17,193,0,7,12,60,22,1,12,116,27.58653758
7.83,96,0,18,0,30,2,6,4,50,27.08307613
8.2,495,0,50,0,175,26,27,24,252,26.23634934
8.15,174,0,14,0,65,20,4,7,97,23.89285454
8.09,561,0,60,56,135,30,15,47,352,25.48626669
7.54,149,0,18,5,50,12,5,10,84,24.50152237
8.2,1549,0,178,14,415,126,24,106,854,26.78778377
7.71,188,0,28,10,50,14,4,15,109,23.73929762
8.2,982,0,163,0,275,82,17,108,666,25.52051686
7.69,241,0,43,2,70,18,6,17,134,27.80078438
8.22,151,0,14,0,40,8,5,15,100,26.53655096
7.68,353,0,39,8,105,32,6,22,202,25.65987253
8.25,236,0,28,1,85,22,7,10,144,24.07536516
7.65,129,0,11,0,40,12,2,9,81,26.8819299
8.49,881,39,82,0,320,50,47,63,487,25.64154093
7.92,1839,0,525,0,595,50,114,186,1065,27.74091313
7.96,1513,0,397,0,520,96,68,162,926,22.96895111
8.01,1523,0,401,0,560,70,94,160,927,25.57274445
7.6,2320,0,479,0,245,46,32,325,1189,27.24493328
7.78,1230,0,174,0,265,68,23,161,771,22.97323484
8.21,1328,0,277,0,270,30,47,217,830,26.97218006
7.95,2562,0,805,0,700,28,153,211,1312,22.37116132
8.11,874,0,223,5,310,76,29,59,499,26.33432141
8.14,1965,0,330,163,420,64,63,293,1289,27.55071447
8.2,651,0,53,22,225,46,27,38,375,27.40859257
8.17,387,0,35,4,135,48,4,23,223,22.04361294
8.18,1038,0,124,24,295,34,51,86,630,26.15027788
8.23,531,0,53,18,190,64,7,30,309,26.88680556
8.04,1243,0,248,23,260,36,41,159,793,25.02054411
8.25,1134,0,284,24,325,92,23,109,658,25.14726028
8.08,1269,0,195,66,290,42,45,160,752,26.49474688
8.22,1010,0,64,37,250,82,11,56,702,23.77427582
8.03,598,0,96,14,205,32,30,53,358,24.26383059
7.63,751,0,35,19,285,28,4,47,393,24.31629722
8.01,1059,0,106,121,370,48,5,82,673,24.76810421
7.76,577,0,21,3,255,20,4,19,296,25.9490344
7.73,843,0,117,63,330,54,4,53,475,24.20855291
8.34,1147,6,160,61,380,66,4,105,724,25.50306978
7.98,502,0,18,1,160,28,2,51,286,25.35945834
8.33,994,3,85,23,495,124,4,39,700,22.20280697
7.78,759,0,64,38,210,26,3,58,412,22.5636361
8.34,1132,6,145,56,370,92,3,101,727,25.46068109
8.11,1481,0,149,64,345,22,6,189,941,22.17430458
8.22,1049,0,113,30,95,24,1,217,701,25.13990412
7.98,1099,0,92,62,315,48,4,80,599,26.30768362
8.05,1048,0,142,20,250,36,3,130,583,23.74138743
7.96,342,0,21,1,130,18,2,25,200,22.87679193
7.68,568,0,25,48,255,36,3,19,322,24.70582696
8.11,568,0,18,2,250,38,3,15,340,27.96098285
8.09,907,0,103,39,260,40,3,90,551,23.19268601
8.13,482,0,18,1,240,38,3,11,311,24.6953165
7.86,1314,0,142,104,410,52,6,92,737,26.50506513
7.78,1468,0,262,138,615,32,11,56,812,25.34587177
7.73,444,0,21,1,210,62,13,14,271,26.77801296
7.63,617,0,71,1,235,56,23,42,382,26.04709253
7.75,547,0,39,9,220,72,10,25,352,24.94091079
7.77,358,0,21,0,175,38,19,9,215,24.72502082
8.1,412,0,18,2,205,72,6,7,260,23.61215898
7.81,655,0,99,2,245,22,46,45,386,22.83074205
8.06,416,0,28,1,205,60,13,9,266,22.64868684
7.76,1082,0,85,56,345,120,11,59,643,25.90494424
7.47,1075,0,156,39,340,70,40,102,641,24.7856343
7.39,427,0,18,2,155,24,23,30,240,24.67531884
7.45,447,0,11,0,170,22,28,25,246,26.3479764
7.72,883,0,92,14,330,72,36,50,498,23.38431616
7.69,322,0,32,2,130,30,13,15,185,27.26219232
7.84,501,0,18,0,180,42,18,36,292,26.7224805
7.82,1035,0,96,66,350,84,34,73,687,27.46282484
7.71,685,0,74,0,235,40,33,50,389,24.90533152
7.69,315,0,21,19,140,22,21,14,190,22.66526231
7.82,1340,0,266,0,255,32,43,184,745,24.73603876
7.99,744,0,25,0,290,22,57,47,433,22.16628075
8.13,606,0,53,0,180,26,28,66,364,25.47088911
7.74,536,0,18,0,195,20,35,29,280,22.0486776
7.67,617,0,43,3,265,52,33,32,356,26.6494506
7.84,387,0,14,0,145,30,17,15,201,23.25014241
7.44,941,0,131,1,300,34,52,87,516,27.9894101
8.38,1138,15,113,0,75,10,12,237,709,22.67170031
7.57,607,0,11,0,160,28,22,66,336,25.46446921
7.49,216,0,39,2,50,16,2,23,143,25.26023938
8.45,291,9,28,0,135,32,13,10,177,26.10193248
8.12,292,0,25,1,135,32,13,11,177,27.26495078
8.18,541,0,28,0,85,12,13,96,342,25.71105845
8.07,483,0,46,2,190,34,26,32,287,27.21849046
8.48,918,9,71,1,225,56,21,73,599,26.03098035
7.78,708,0,167,2,220,54,21,69,419,23.57119971
8.1,417,0,53,1,150,42,11,31,267,22.71714751
8.06,362,0,53,8,115,32,9,25,208,24.42845644
8.11,386,0,71,3,125,32,11,31,229,26.79850101
8.15,341,0,25,5,155,34,17,10,206,25.28858675
8.06,378,0,64,14,105,28,9,38,241,22.27445981
7.44,63,0,18,0,20,8,0,6,40,23.04357712
8.23,448,0,21,16,205,60,13,12,294,24.51673629
8.14,1157,0,113,39,220,40,29,158,762,26.66817818
8.07,391,0,25,10,190,58,11,13,268,26.70830251
8.22,1033,0,110,31,310,72,32,82,664,22.36590496
8.17,504,0,60,4,220,68,12,15,321,22.93262942
8.05,447,0,25,8,185,58,10,17,283,27.69779145
8.05,484,0,28,1,220,68,12,15,321,22.40595893
8.26,435,0,32,10,205,62,12,14,306,27.67205441
8.15,388,0,21,1,175,56,9,12,262,26.4409867
8.19,594,0,78,36,175,42,17,46,394,27.70681696
7.75,402,0,32,3,140,38,11,13,272,22.39076236
8.14,551,0,28,9,245,70,17,28,380,25.83579088
7.88,815,0,78,25,270,88,12,50,541,23.98544048
8.09,459,0,18,12,200,60,12,26,328,22.33216558
7.9,556,0,53,10,240,44,32,24,348,24.7585187
8.09,343,0,21,2,175,50,12,15,247,27.54129244
7.96,1021,0,145,101,435,66,66,35,607,23.20942624
8.18,256,0,21,0,135,30,15,13,196,25.06726747
7.96,1781,0,393,52,620,114,81,99,972,25.45609372
7.55,1340,0,152,103,395,138,12,98,750,26.3624312
8.21,454,0,71,24,175,24,28,27,290,23.28123855
7.69,611,0,50,40,225,36,33,25,353,27.2703147
7.72,136,0,25,11,95,26,7,11,148,27.76164372
7.92,298,0,25,9,135,26,17,16,220,27.17990197
7.25,1194,0,227,113,280,82,18,103,691,25.1510123
7.41,789,0,160,63,295,64,33,59,467,24.14942231
7.59,843,0,103,40,330,52,49,47,470,25.40290639
7.63,2227,0,273,56,545,186,19,147,1169,22.40433658
8.03,1097,0,138,77,345,44,57,58,669,23.77365761
8.09,844,0,124,38,225,38,32,73,485,23.69827758
7.67,1476,0,184,147,380,116,22,120,859,23.31482383
7.59,1455,0,227,94,475,114,46,92,817,22.5002067
8.7,981,51,113,0,125,24,16,210,633,26.35004108
8.91,1602,39,230,30,385,130,15,150,838,25.28420921
8.9,557,45,25,0,215,44,26,16,259,24.1415148
8.77,528,30,50,0,255,40,38,33,317,22.14048384
8.48,1539,45,369,0,365,116,18,223,908,22.3597481
8.39,2010,69,461,0,305,38,51,375,1284,24.5517723
